"species","selected_developed_low_intensity","probability_developed_low_intensity","selected_developed_high_intensity","probability_developed_high_intensity","selected_barren_land","probability_barren_land","selected_deciduous_forest","probability_deciduous_forest","selected_evergreen_forest","probability_evergreen_forest","selected_mixed_forest","probability_mixed_forest","selected_shrub_scrub","probability_shrub_scrub","selected_grassland_herbaceous","probability_grassland_herbaceous","selected_pasture_hay","probability_pasture_hay","selected_cultivated_crop","probability_cultivated_crop","selected_woody_wetland","probability_woody_wetland","selected_emergent_wetland","probability_emergent_wetland","selected_ocean","probability_ocean","selected_lakes","probability_lakes","selected_rivers","probability_rivers","selected_elevation","probability_elevation","selected_aspect","probability_aspect","selected_slope","probability_slope","selected_precipitation","probability_precipitation","selected_max_temperature","probability_max_temperature"
"Brown-headed Cowbird",1069,0.3975,50,0.9999,50,0.617866666666667,1069,0.1735,6166,0.137833333333333,50000,0.383433333333333,3108,0.1921,11263,0.0652333333333333,3108,0.4208,50000,0.237333333333333,50000,0.0935666666666667,50000,0.122766666666667,1069,0.0727,50,0.363,47961,0.133833333333333,50,0.3465,4128,0.0909666666666667,1069,0.440966666666667,30000,0.0537666666666667,1000,0.0603333333333333
"Brown-headed Nuthatch",23496,0.0671666666666667,50,0.296033333333333,25535,0.305766666666667,1069,0.106233333333333,50,0.567066666666667,4128,0.0810333333333333,10244,0.0484666666666667,21457,0.106433333333333,45922,0.0785,17380,0.0591,21457,0.0905333333333333,3108,0.0456666666666667,8205,0.0730333333333333,3108,0.0592,27574,0.102766666666667,45922,0.0408333333333333,9224,0.0693666666666667,1069,0.0641,24000,0.0352,2000,0.0503333333333333
"Brown Creeper",50,0.127533333333333,1069,0.116233333333333,2088,0.0732333333333333,43883,0.0558,50,0.7559,1069,0.1913,10244,0.0545,47961,0.0606666666666667,50,0.0784666666666667,5147,0.0454,50,0.445933333333333,31651,0.0441333333333333,47961,0.102233333333333,2088,0.140366666666667,45922,0.0551,50,0.0584,6166,0.0894,50,0.0560333333333333,26000,0.0411666666666667,1000,0.0998666666666667
"Brown Pelican",6166,0.103,5147,0.109666666666667,1069,0.0462666666666667,50000,0.128266666666667,2088,0.0478,50000,0.0473,2088,0.0931666666666667,50,0.0622,10244,0.0481333333333333,50000,0.0566,11263,0.0425666666666667,50000,0.0607666666666667,1069,0.9928,17380,0.0947,2088,0.247666666666667,31651,0.0522666666666667,1069,0.905666666666667,6166,0.0675,48000,0.0404333333333333,1000,0.0395666666666667
"Brown Thrasher",2088,0.360533333333333,50000,0.420866666666667,50000,0.0801,50,0.2971,50000,0.0922333333333333,35728,0.0870666666666667,1069,0.0542333333333333,50,0.172833333333333,1069,0.9082,50,0.9352,50,0.342933333333333,1069,0.103433333333333,50,0.0493333333333333,50000,0.0650666666666667,25535,0.1055,50,0.308666666666667,9224,0.0719,47961,0.0648666666666667,50000,0.132566666666667,50000,0.0544
"Bullock's Oriole",1069,0.292433333333333,50,0.256866666666667,5147,0.0794333333333333,1069,0.113933333333333,50,0.6317,50,0.075,11263,0.0532666666666667,1069,0.451866666666667,3108,0.248566666666667,13302,0.0961333333333333,50,0.246666666666667,2088,0.1935,2088,0.4131,3108,0.3613,1069,0.3395,50,0.0614666666666667,10244,0.1087,6166,0.0634666666666667,2000,0.066,1000,0.613333333333333
"Burrowing Owl",3108,0.0953333333333333,50,0.0535666666666667,21457,0.0442333333333333,31651,0.0445333333333333,1069,0.0439666666666667,1069,0.0378,3108,0.0602666666666667,50,0.546266666666667,39806,0.0474,35728,0.0603666666666667,4128,0.0673,50,0.0415,1069,0.0688,27574,0.0436333333333333,2088,0.052,15340,0.0389333333333333,2088,0.0482666666666667,9224,0.0962333333333333,8000,0.0346333333333333,1000,0.0517333333333333
"Bushtit",3108,0.0794,50,0.153366666666667,13302,0.0569333333333333,50000,0.0528333333333333,1069,0.1076,50000,0.0476333333333333,1069,0.0961,6166,0.0723,50,0.1823,27574,0.0456333333333333,23496,0.099,33690,0.106233333333333,39806,0.0850333333333333,7185,0.0493666666666667,3108,0.150533333333333,21457,0.0456333333333333,8205,0.0537333333333333,6166,0.0674333333333333,50000,0.0552333333333333,1000,0.0983
"Cactus Wren",1069,0.0758333333333333,2088,0.0678666666666667,19418,0.108166666666667,9224,0.0714333333333333,50000,0.0917333333333333,2088,0.0941,3108,0.242866666666667,1069,0.1317,35728,0.0379666666666667,6166,0.239733333333333,11263,0.2273,5147,0.1062,41845,0.0354666666666667,33690,0.0715,27574,0.0484,3108,0.0580333333333333,37767,0.0490333333333333,10244,0.0516666666666667,11000,0.0419,50000,0.0754666666666667
"California Gull",50000,0.0692,29612,0.0578,35728,0.0780666666666667,50000,0.099,50,0.0939333333333333,3108,0.0709,2088,0.1312,1069,0.0830666666666667,19418,0.0502,50000,0.0508333333333333,41845,0.0753,3108,0.296166666666667,1069,0.623866666666667,1069,0.872766666666667,5147,0.102366666666667,3108,0.0391333333333333,1069,0.3328,1069,0.307133333333333,48000,0.0363333333333333,50000,0.0405333333333333
"California Quail",33690,0.0765,1069,0.3764,1069,0.0484333333333333,50000,0.0559,50,0.323166666666667,1069,0.201866666666667,1069,0.8022,50000,0.1184,7185,0.1131,25535,0.108533333333333,39806,0.0709,13302,0.0809333333333333,45922,0.223733333333333,50000,0.167966666666667,50,0.156833333333333,50,0.224533333333333,50000,0.0707333333333333,31651,0.0938,1000,0.0398333333333333,1000,0.097
"California Scrub-Jay",1069,0.4629,21457,0.0810333333333333,9224,0.151866666666667,35728,0.0527666666666667,50,0.9345,2088,0.170766666666667,1069,0.522466666666667,50000,0.0956666666666667,11263,0.0694666666666667,50,0.0926333333333333,27574,0.0534333333333333,1069,0.0708666666666667,31651,0.136266666666667,4128,0.134366666666667,2088,0.1847,50000,0.065,21457,0.0523666666666667,13302,0.161833333333333,2000,0.0590333333333333,1000,0.204533333333333
"California Thrasher",50,0.371966666666667,4128,0.0454333333333333,5147,0.0838666666666667,45922,0.0865333333333333,50000,0.0638666666666667,47961,0.0433333333333333,1069,0.603066666666667,13302,0.0876,50000,0.0619666666666667,9224,0.0692666666666667,2088,0.1868,50,0.265666666666667,6166,0.0530666666666667,1069,0.166433333333333,39806,0.105833333333333,3108,0.0750333333333333,39806,0.0728666666666667,50,0.0870666666666667,2000,0.0358333333333333,28000,0.0431666666666667
"California Towhee",50,0.431666666666667,15340,0.1692,25535,0.0655,4128,0.0922333333333333,50000,0.223833333333333,50000,0.0472666666666667,50000,0.172733333333333,6166,0.0836,29612,0.181766666666667,50000,0.0497333333333333,2088,0.198666666666667,21457,0.0846666666666667,43883,0.1247,2088,0.2785,27574,0.0550666666666667,8205,0.0513666666666667,50,0.113833333333333,4128,0.1885,50000,0.0777,5000,0.0739
"Calliope Hummingbird",1069,0.0500333333333333,17380,0.0595666666666667,9224,0.0416666666666667,1069,0.1821,1069,0.1954,9224,0.0415666666666667,1069,0.134533333333333,5147,0.0638,4128,0.0513333333333333,4128,0.0455,5147,0.0445666666666667,47961,0.0582666666666667,50000,0.0384,2088,0.0916333333333333,31651,0.0522,50000,0.0638666666666667,2088,0.123066666666667,15340,0.104233333333333,12000,0.0478666666666667,26000,0.0696
"Canada Goose",50,0.999766666666667,4128,0.146966666666667,21457,0.0726333333333333,50,0.99,50,0.891966666666667,1069,0.371366666666667,2088,0.0979666666666667,9224,0.0689,21457,0.132966666666667,50,0.271766666666667,1069,0.104166666666667,1069,0.687566666666667,50,0.189833333333333,50,0.999966666666667,50,0.5577,43883,0.0582,1069,0.99,1069,0.9876,1000,0.0417666666666667,1000,0.101066666666667
"Canada Jay",50000,0.0523666666666667,50000,0.0499,5147,0.0652333333333333,1069,0.0571666666666667,1069,0.517266666666667,1069,0.0373666666666667,50000,0.0543,50,0.1022,50000,0.0702,10244,0.0358,6166,0.0505666666666667,50,0.0407666666666667,27574,0.0355,50,0.0597,25535,0.0432,35728,0.0354666666666667,15340,0.0375,1069,0.102733333333333,38000,0.0367666666666667,3000,0.1457
"Canvasback",50000,0.0545333333333333,50000,0.0437333333333333,25535,0.0402333333333333,10244,0.0506666666666667,15340,0.0566666666666667,17380,0.0377,50,0.0438,3108,0.0464333333333333,2088,0.102233333333333,50,0.1015,2088,0.0594,3108,0.163533333333333,47961,0.0350333333333333,50,0.133766666666667,43883,0.05,50000,0.0346333333333333,3108,0.0427333333333333,47961,0.0552,50000,0.0372333333333333,42000,0.0341666666666667
"Canyon Towhee",23496,0.0439666666666667,50,0.0378666666666667,11263,0.188,50000,0.0542666666666667,31651,0.0514,2088,0.056,50,0.993,11263,0.0802666666666667,2088,0.0427333333333333,4128,0.0652,29612,0.0494,3108,0.0812666666666667,9224,0.0342666666666667,39806,0.0541,39806,0.0601,50,0.0506333333333333,50000,0.0741333333333333,23496,0.113833333333333,1000,0.0532,3000,0.0623666666666667
"Canyon Wren",2088,0.165433333333333,5147,0.0435,50,0.2192,19418,0.0506666666666667,50,0.0516333333333333,50000,0.0424333333333333,50,0.1879,47961,0.0422,1069,0.0431,5147,0.0443333333333333,29612,0.0525,29612,0.0368,10244,0.0362666666666667,5147,0.0675666666666667,7185,0.0637,50,0.1167,27574,0.0559666666666667,1069,0.999133333333333,14000,0.0393666666666667,1000,0.0710333333333333
"Carolina Chickadee",4128,0.2043,50,0.99,35728,0.1019,50,0.949966666666667,50,0.260933333333333,50,0.0673666666666667,2088,0.0574,5147,0.0770333333333333,50000,0.136233333333333,1069,0.712466666666667,2088,0.118333333333333,50,0.8868,1069,0.4778,45922,0.102933333333333,45922,0.114366666666667,45922,0.0750333333333333,6166,0.0624333333333333,50000,0.1285,50000,0.0535666666666667,50000,0.433066666666667
"Carolina Wren",1069,0.1525,50,0.99,1069,0.272033333333333,1069,0.997566666666667,41845,0.104366666666667,50000,0.346633333333333,1069,0.104366666666667,1069,0.0680666666666667,50000,0.0973666666666667,50000,0.1025,50000,0.170866666666667,43883,0.0855,50000,0.4067,50000,0.521333333333333,2088,0.0861333333333333,50000,0.1166,50000,0.153333333333333,23496,0.0674333333333333,50000,0.115066666666667,50000,0.224366666666667
"Caspian Tern",27574,0.0685666666666667,45922,0.115866666666667,50,0.257066666666667,2088,0.0644,8205,0.0737333333333333,8205,0.0751666666666667,1069,0.0748666666666667,25535,0.0424333333333333,10244,0.152966666666667,33690,0.0425666666666667,3108,0.116733333333333,1069,0.3562,1069,0.392333333333333,1069,0.4506,3108,0.109,50,0.0554333333333333,2088,0.525,1069,0.320366666666667,3000,0.0393333333333333,50000,0.0439333333333333
"Cassin's Finch",2088,0.0785666666666667,29612,0.0591666666666667,29612,0.0424333333333333,13302,0.0806,7185,0.1555,50000,0.192333333333333,50,0.0657,50,0.0618666666666667,10244,0.0543,13302,0.0590333333333333,27574,0.0526333333333333,5147,0.0864666666666667,47961,0.0361,50,0.187466666666667,19418,0.0490666666666667,10244,0.0486666666666667,50000,0.0614,3108,0.231833333333333,7000,0.0542666666666667,1000,0.0626666666666667
"Cassin's Kingbird",19418,0.0433,43883,0.0582666666666667,31651,0.0573,50000,0.0710333333333333,15340,0.0692,8205,0.0526,47961,0.0849666666666667,47961,0.0829666666666667,37767,0.0553666666666667,47961,0.0509666666666667,19418,0.0925333333333333,11263,0.189533333333333,2088,0.0828,1069,0.0811333333333333,47961,0.05,50,0.0377333333333333,50000,0.0679,4128,0.0784,28000,0.0571666666666667,4000,0.0714
"Cassin's Sparrow",1069,0.351666666666667,50,0.1349,39806,0.163966666666667,2088,0.0597666666666667,1069,0.123333333333333,5147,0.0464666666666667,1069,0.363066666666667,2088,0.0898666666666667,31651,0.0437333333333333,2088,0.0888333333333333,2088,0.0579666666666667,3108,0.256366666666667,50,0.0420333333333333,50,0.1479,29612,0.0413,2088,0.0422666666666667,31651,0.0467333333333333,1069,0.279833333333333,50000,0.0372333333333333,2000,0.0471333333333333
"Cassin's Vireo",1069,0.159966666666667,7185,0.0375333333333333,3108,0.0534666666666667,1069,0.1397,1069,0.688933333333333,35728,0.0430333333333333,31651,0.0666333333333333,1069,0.0536,17380,0.0499333333333333,2088,0.0732333333333333,25535,0.0512,35728,0.0441333333333333,39806,0.0439666666666667,8205,0.0666666666666667,50000,0.0653666666666667,1069,0.0722666666666667,50000,0.0536666666666667,7185,0.0899666666666667,14000,0.0377666666666667,4000,0.0437
"Cedar Waxwing",50000,0.129433333333333,3108,0.0839333333333333,1069,0.1282,37767,0.0580333333333333,50,0.614933333333333,1069,0.2965,50,0.0792333333333333,50000,0.0716666666666667,50,0.0974333333333333,3108,0.369533333333333,1069,0.5112,50,0.0935666666666667,33690,0.0690666666666667,2088,0.386966666666667,1069,0.140333333333333,50,0.702466666666667,5147,0.122766666666667,50,0.376566666666667,50000,0.1052,46000,0.0694666666666667
"Chestnut-backed Chickadee",1069,0.194566666666667,50,0.8624,1069,0.3562,3108,0.1211,50,0.988833333333333,50,0.2115,43883,0.0695666666666667,50000,0.0663333333333333,23496,0.0732,11263,0.0503666666666667,7185,0.0723333333333333,1069,0.0576,50,0.179333333333333,50,0.0728666666666667,2088,0.104333333333333,50000,0.116566666666667,3108,0.216466666666667,50,0.221733333333333,42000,0.0478333333333333,14000,0.0428333333333333
"Chestnut-collared Longspur",1069,0.0783,2088,0.0438,43883,0.0439333333333333,31651,0.0423333333333333,50000,0.0678333333333333,13302,0.0407333333333333,2088,0.0538333333333333,1069,0.813033333333333,50000,0.0954666666666667,39806,0.0966666666666667,2088,0.0629,1069,0.0944,7185,0.0423333333333333,25535,0.0605333333333333,25535,0.0391,50000,0.0372333333333333,25535,0.0712666666666667,1069,0.0484333333333333,3000,0.0361333333333333,24000,0.038
"Chestnut-sided Warbler",3108,0.2492,27574,0.0698666666666667,50000,0.356133333333333,1069,0.947966666666667,50000,0.2031,47961,0.108466666666667,10244,0.306566666666667,47961,0.0713,50000,0.147666666666667,2088,0.2505,50000,0.1937,6166,0.111366666666667,25535,0.0654,1069,0.598233333333333,33690,0.117433333333333,2088,0.110833333333333,3108,0.220166666666667,1069,0.335566666666667,40000,0.0392666666666667,1000,0.8299
"Chihuahuan Meadowlark",19418,0.0632,19418,0.0549,5147,0.0516,50000,0.195033333333333,50000,0.235666666666667,50000,0.0520333333333333,15340,0.0658,1069,0.286766666666667,31651,0.0403666666666667,5147,0.0559333333333333,31651,0.1021,50000,0.0856333333333333,5147,0.0341666666666667,5147,0.279233333333333,3108,0.0625333333333333,29612,0.0478,50000,0.0494333333333333,1069,0.3455,28000,0.0377333333333333,16000,0.0378666666666667
"Chimney Swift",1069,0.999966666666667,1069,0.6838,25535,0.0657666666666667,50,0.2687,50,0.297833333333333,50000,0.0762,8205,0.0619,1069,0.716633333333333,1069,0.0817333333333333,50000,0.0659333333333333,50,0.1173,47961,0.0772,2088,0.0995666666666667,4128,0.0691666666666667,50,0.754966666666667,50,0.1152,33690,0.0429333333333333,50000,0.1257,20000,0.0377,1000,0.2764
"Chipping Sparrow",50,0.99,4128,0.175566666666667,23496,0.0671666666666667,1069,0.9346,1069,0.976166666666667,1069,0.6796,50,0.102566666666667,1069,0.0873,50,0.2702,50000,0.233566666666667,19418,0.143266666666667,1069,0.817333333333333,8205,0.0770333333333333,50,0.0640333333333333,17380,0.0699666666666667,5147,0.0436666666666667,4128,0.0942666666666667,50,0.566066666666667,1000,0.444733333333333,1000,0.388933333333333
"Cinnamon Teal",1069,0.1611,50,0.0637,2088,0.0744,39806,0.0873333333333333,1069,0.298133333333333,17380,0.0433666666666667,1069,0.145366666666667,50,0.104666666666667,10244,0.0478,50000,0.0505,4128,0.0558333333333333,1069,0.448,23496,0.0366,50,0.8878,50000,0.0569333333333333,47961,0.0441666666666667,1069,0.2405,5147,0.0611,34000,0.0351333333333333,6000,0.0494333333333333
"Clark's Grebe",50,0.0447,29612,0.0367333333333333,37767,0.0479333333333333,11263,0.043,2088,0.0491,37767,0.0418666666666667,4128,0.0394,47961,0.0592,5147,0.0525666666666667,41845,0.0474,1069,0.120466666666667,4128,0.0939,5147,0.1451,1069,0.9923,41845,0.0607666666666667,33690,0.0377666666666667,1069,0.0945666666666667,1069,0.0576666666666667,44000,0.0377333333333333,46000,0.0362
"Clark's Nutcracker",1069,0.1578,23496,0.0508666666666667,10244,0.0983666666666667,50000,0.0468,3108,0.0771666666666667,43883,0.0602,50,0.497566666666667,50,0.116333333333333,2088,0.0448333333333333,4128,0.0370333333333333,11263,0.0563333333333333,4128,0.04,27574,0.0353,17380,0.0407,31651,0.0534,50,0.278333333333333,1069,0.076,1069,0.1145,20000,0.034,1000,0.433066666666667
"Cliff Swallow",1069,0.853333333333333,50,0.7958,50,0.518833333333333,50,0.993366666666667,50,0.996766666666667,1069,0.3178,1069,0.248033333333333,2088,0.0954,1069,0.124166666666667,1069,0.739866666666667,35728,0.0782666666666667,1069,0.993166666666667,11263,0.0501333333333333,1069,0.918,1069,0.306666666666667,50,0.0731,1069,0.101733333333333,50,0.0810333333333333,1000,0.0792666666666667,1000,0.0503
"Common Gallinule",1069,0.0542333333333333,50,0.058,45922,0.0471666666666667,37767,0.0476,50000,0.0610666666666667,2088,0.0456333333333333,50000,0.0416,21457,0.0424,4128,0.0652666666666667,50000,0.0509,1069,0.1206,50,0.9939,1069,0.0855666666666667,50,0.326266666666667,41845,0.0697333333333333,50000,0.0426666666666667,13302,0.0825333333333333,50000,0.0366333333333333,50000,0.0645666666666667,7000,0.0337333333333333
"Common Grackle",50,0.716966666666667,11263,0.107966666666667,50000,0.0841333333333333,1069,0.766666666666667,1069,0.953466666666667,1069,0.734266666666667,2088,0.377966666666667,1069,0.654333333333333,50,0.6226,4128,0.255133333333333,1069,0.129233333333333,13302,0.1392,50000,0.0619666666666667,2088,0.0371333333333333,47961,0.218833333333333,50,0.445333333333333,1069,0.0774,50,0.961066666666667,46000,0.0408333333333333,50000,0.194366666666667
"Common Ground Dove",8205,0.0647666666666667,9224,0.0615666666666667,4128,0.0538,50000,0.0471333333333333,5147,0.0465,37767,0.0511,1069,0.0876666666666667,35728,0.0413666666666667,5147,0.0598,8205,0.0548333333333333,2088,0.198,13302,0.0456333333333333,50,0.0456333333333333,50000,0.0615333333333333,50000,0.0715,5147,0.0374333333333333,1069,0.0706,21457,0.0404,46000,0.0374666666666667,5000,0.0526333333333333
"Common Loon",1069,0.1586,50000,0.0581333333333333,4128,0.0868333333333333,4128,0.153266666666667,5147,0.0476666666666667,39806,0.1227,1069,0.0621,27574,0.0475333333333333,2088,0.0854,3108,0.0686666666666667,11263,0.0887,50000,0.243066666666667,1069,0.941966666666667,1069,0.99,3108,0.0523333333333333,47961,0.0376666666666667,1069,0.271233333333333,6166,0.0563,14000,0.0380333333333333,50000,0.0453
"Common Merganser",35728,0.0431333333333333,50000,0.0470333333333333,47961,0.0571666666666667,7185,0.0555333333333333,2088,0.0956333333333333,10244,0.0747,50,0.0986,47961,0.0444666666666667,19418,0.0487333333333333,50,0.0536333333333333,4128,0.0489333333333333,50,0.139166666666667,1069,0.0701,1069,0.999033333333333,50,0.8916,45922,0.0459333333333333,50,0.290033333333333,5147,0.0731333333333333,50000,0.0492333333333333,48000,0.0864333333333333
"Common Raven",3108,0.413866666666667,2088,0.167333333333333,50,0.235533333333333,5147,0.0432,50000,0.0835666666666667,45922,0.0586333333333333,29612,0.0554333333333333,10244,0.0653666666666667,50000,0.134033333333333,6166,0.0611333333333333,50000,0.2736,50000,0.1646,5147,0.1302,7185,0.154,23496,0.0635666666666667,47961,0.0602333333333333,21457,0.103933333333333,3108,0.0763,1000,0.116266666666667,50000,0.0494333333333333
"Common Tern",50,0.185033333333333,50,0.3119,41845,0.0584333333333333,5147,0.0578333333333333,50000,0.0456333333333333,50,0.0791333333333333,39806,0.0504,1069,0.0552666666666667,43883,0.0691333333333333,10244,0.0364666666666667,2088,0.105633333333333,1069,0.0443666666666667,1069,0.571733333333333,1069,0.116933333333333,3108,0.237666666666667,50,0.0370666666666667,1069,0.558366666666667,1069,0.3988,1000,0.0357666666666667,50000,0.0540333333333333
"Common Yellowthroat",1069,0.99,50,0.977233333333333,50,0.0628666666666667,6166,0.1998,50,0.981433333333333,45922,0.063,1069,0.840266666666667,50000,0.113666666666667,1069,0.984866666666667,50000,0.2402,50,0.99,1069,0.99,1069,0.0672,1069,0.6055,47961,0.0802333333333333,50,0.7697,2088,0.1735,29612,0.1008,50000,0.0808333333333333,50000,0.1744
"Costa's Hummingbird",50,0.0567333333333333,50,0.1151,43883,0.0872333333333333,19418,0.0907333333333333,1069,0.0871666666666667,7185,0.0445333333333333,2088,0.114433333333333,4128,0.0432,2088,0.0657333333333333,1069,0.0480333333333333,6166,0.139933333333333,1069,0.0557,33690,0.0373666666666667,2088,0.0576666666666667,50,0.0486666666666667,1069,0.0659666666666667,31651,0.0522,6166,0.0552333333333333,50000,0.0358333333333333,1000,0.0415666666666667
"Crested Caracara",33690,0.0428666666666667,50,0.0512,4128,0.0430666666666667,45922,0.0503666666666667,1069,0.146266666666667,50,0.0525,50000,0.1591,5147,0.05,47961,0.0499,6166,0.0389333333333333,50,0.0791666666666667,50,0.0803666666666667,50,0.154366666666667,50000,0.0996666666666667,4128,0.2638,47961,0.0359666666666667,9224,0.0473666666666667,19418,0.0531,24000,0.0339333333333333,1000,0.0374666666666667
"Curve-billed Thrasher",50,0.223633333333333,37767,0.169633333333333,25535,0.0773666666666667,1069,0.0758666666666667,2088,0.1207,2088,0.0813666666666667,50,0.440966666666667,23496,0.0503666666666667,2088,0.0425666666666667,15340,0.0913333333333333,3108,0.1803,1069,0.437833333333333,11263,0.0631333333333333,3108,0.101266666666667,1069,0.0648,2088,0.0496,27574,0.183933333333333,5147,0.0865666666666667,2000,0.0557666666666667,3000,0.0778
"Dark-eyed Junco",2088,0.0796,50000,0.188266666666667,2088,0.0587333333333333,15340,0.104833333333333,1069,0.997966666666667,3108,0.0746,21457,0.126,47961,0.0800333333333333,50,0.1698,2088,0.2455,1069,0.857733333333333,1069,0.1641,47961,0.347833333333333,19418,0.0458333333333333,50000,0.136633333333333,50,0.605233333333333,13302,0.145733333333333,50000,0.2488,2000,0.0857333333333333,1000,0.977466666666667
"Dickcissel",1069,0.958733333333333,50000,0.1631,11263,0.0682333333333333,50,0.364666666666667,2088,0.151666666666667,50000,0.2389,1069,0.189433333333333,1069,0.989366666666667,1069,0.999533333333333,1069,0.999833333333333,47961,0.0514,50000,0.0899333333333333,33690,0.0624,50000,0.0523333333333333,10244,0.0822,50,0.0400666666666667,37767,0.0481,1069,0.358133333333333,9000,0.0397333333333333,50000,0.0479666666666667
"Double-crested Cormorant",50,0.720733333333333,50000,0.0701333333333333,4128,0.141866666666667,4128,0.115766666666667,1069,0.131266666666667,50,0.3062,21457,0.0471,11263,0.0471333333333333,21457,0.0652,50,0.2108,47961,0.0641,1069,0.889866666666667,1069,0.998333333333333,1069,0.996033333333333,1069,0.9431,50,0.161033333333333,1069,0.355566666666667,50,0.994466666666667,10000,0.0364333333333333,50000,0.155566666666667
"Downy Woodpecker",3108,0.421633333333333,50,0.99,50,0.294466666666667,50,0.9997,50000,0.161433333333333,50,0.341533333333333,50000,0.148633333333333,1069,0.116166666666667,3108,0.4652,50,0.5451,41845,0.1016,50,0.182733333333333,2088,0.262766666666667,5147,0.0849,1069,0.561166666666667,1069,0.0507333333333333,4128,0.131933333333333,6166,0.1653,50000,0.0831,1000,0.3354
"Dusky Flycatcher",1069,0.206833333333333,37767,0.0608,1069,0.0495333333333333,31651,0.0582,23496,0.106566666666667,39806,0.0555,50,0.107766666666667,31651,0.0455333333333333,1069,0.1059,5147,0.1049,31651,0.0517333333333333,6166,0.0653666666666667,45922,0.0438666666666667,1069,0.0997,50000,0.0478666666666667,50000,0.0513666666666667,17380,0.114933333333333,47961,0.0639,28000,0.0455666666666667,1000,0.153733333333333
"Eared Grebe",1069,0.0645666666666667,43883,0.0418333333333333,8205,0.0542,23496,0.0417666666666667,1069,0.0531333333333333,50000,0.0409,35728,0.0482333333333333,50,0.0946,7185,0.0540666666666667,1069,0.063,31651,0.0478333333333333,1069,0.1047,45922,0.0380333333333333,50,0.9899,4128,0.0393,1069,0.0430333333333333,25535,0.0416,41845,0.0545333333333333,11000,0.0342333333333333,42000,0.0344666666666667
"Eastern Bluebird",6166,0.0758666666666667,1069,0.985933333333333,5147,0.1272,2088,0.107766666666667,3108,0.483466666666667,3108,0.0499666666666667,50000,0.0604,43883,0.0716,50,0.968,4128,0.164333333333333,50,0.8014,50,0.265733333333333,2088,0.0989666666666667,50000,0.0752666666666667,50,0.163266666666667,50,0.0902666666666667,5147,0.103233333333333,1069,0.6828,40000,0.0443666666666667,50000,0.0889666666666667
"Eastern Kingbird",1069,0.9992,3108,0.192766666666667,21457,0.0610333333333333,50,0.9866,50,0.800666666666667,50,0.99,1069,0.1448,1069,0.936633333333333,1069,0.9518,50,0.2706,1069,0.422966666666667,1069,0.7716,21457,0.1833,50,0.999966666666667,50000,0.124933333333333,50,0.879866666666667,50,0.3959,50,0.1821,50000,0.0565,1000,0.392966666666667
"Eastern Meadowlark",1069,0.9858,45922,0.0720333333333333,17380,0.128433333333333,50,0.99,50,0.4572,50,0.995033333333333,2088,0.125733333333333,1069,0.941133333333333,1069,0.99,1069,0.9985,50,0.9801,50000,0.161566666666667,10244,0.0614333333333333,1069,0.347066666666667,13302,0.0632666666666667,50,0.0747666666666667,9224,0.0900666666666667,50000,0.235033333333333,1000,0.039,50000,0.0747666666666667
"Eastern Towhee",1069,0.978233333333333,50,0.968133333333333,1069,0.2162,1069,0.914566666666667,41845,0.0893333333333333,50000,0.3072,2088,0.793266666666667,4128,0.0453666666666667,50000,0.281466666666667,1069,0.969866666666667,29612,0.0802,50,0.0616333333333333,3108,0.274633333333333,1069,0.666066666666667,50,0.2119,50,0.254633333333333,43883,0.1101,50000,0.254366666666667,50000,0.3656,50000,0.134833333333333
"Eastern Wood-Pewee",1069,0.999566666666667,1069,0.9617,50000,0.409766666666667,50,0.99,50,0.930466666666667,50,0.990166666666667,2088,0.0523,50000,0.0596333333333333,50000,0.124866666666667,50000,0.118266666666667,50,0.919966666666667,50000,0.244133333333333,35728,0.0568333333333333,50000,0.0624666666666667,50000,0.0784666666666667,17380,0.0604333333333333,15340,0.0695,50,0.220966666666667,50000,0.0522,12000,0.125633333333333
"Eurasian Collared-Dove",1069,0.99,23496,0.1333,1069,0.0699,1069,0.9831,1069,0.740833333333333,43883,0.1276,50000,0.101833333333333,10244,0.114566666666667,1069,0.7668,4128,0.550266666666667,50000,0.181066666666667,50000,0.280866666666667,8205,0.0806,37767,0.0900333333333333,50,0.393266666666667,50000,0.1718,31651,0.0855333333333333,1069,0.685633333333333,2000,0.0839333333333333,1000,0.191
"European Starling",1069,0.9964,1069,0.99,11263,0.0585333333333333,50,0.99,1069,0.999833333333333,50,0.99,1069,0.180066666666667,50000,0.0972,1069,0.999166666666667,1069,0.99,50,0.999966666666667,50000,0.330433333333333,39806,0.091,4128,0.0869333333333333,1069,0.4608,50,0.206366666666667,37767,0.0850333333333333,50,0.99,1000,0.0458333333333333,50000,0.361066666666667
"Evening Grosbeak",1069,0.0610333333333333,7185,0.0743333333333333,50000,0.2402,50,0.0591,8205,0.0830333333333333,1069,0.0606,1069,0.0562,9224,0.0571666666666667,19418,0.0864,4128,0.0490333333333333,25535,0.0534,47961,0.0624666666666667,1069,0.0486333333333333,13302,0.0388,10244,0.0507,15340,0.0465,1069,0.8639,45922,0.0510666666666667,5000,0.044,42000,0.0779
